  STN,YYYYMMDD,   FG,  FHX, FHXH,  FHN, FHNH,  FXX, FXXH,   TG,   TN,  TNH
#
  251,20181117,   75,  100,   19,   50,   15,  140,   19,   41,   18,   24
  251,20181118,   66,   90,   23,   30,   16,  140,   23,   47,   16,    4
  251,20181119,   97,  120,   13,   70,    4,  180,   15,   57,   36,   24
  248,20181101,   59,   70,    7,   40,    1,   90,    7,     ,     ,
  248,20181102,   31,   70,    1,   20,    6,  100,    3,     ,     ,
  248,20181103,   57,   80,   24,   30,    3,   90,   22,     ,     ,
  248,20181104,   49,   70,    4,   10,   14,   90,    4,     ,     ,
  248,20181105,   50,   70,    8,   30,   20,   90,    8,     ,     ,
  248,20181106,   38,   60,   15,   20,    7,   80,   15,     ,     ,
  248,20181107,   74,  100,   16,   50,    2,  120,   14,     ,     ,
  248,20181108,   55,   80,    1,   30,    8,  100,    1,     ,     ,
  248,20181109,   62,   90,   22,   40,   10,  100,    5,     ,     ,
  248,20181110,   77,  110,    6,   50,   16,  140,    6,     ,     ,
  248,20181111,   80,  100,    6,   50,   20,  140,    5,     ,     ,
  248,20181112,   52,   90,   24,   20,   12,  100,   23,     ,     ,
  248,20181113,   65,  100,   10,   30,   17,  140,   10,     ,     ,
  248,20181114,   57,   80,    9,   40,    2,  100,   10,     ,     ,
  248,20181115,   49,   60,    1,   30,   13,   80,    3,     ,     ,
  248,20181116,   52,   70,   17,   10,   15,   80,    2,     ,     ,
  248,20181117,   88,  110,   19,   70,   12,  140,   19,     ,     ,
  248,20181118,   75,  100,    1,   40,   17,  130,   20,     ,     ,
  248,20181119,   91,  110,   17,   60,    1,  170,   22,     ,     ,
  279,20181101,   33,   50,   23,   20,    8,   80,   22,   95,   61,    6
  279,20181102,   36,   60,    4,   10,   21,  120,    4,   75,    9,   24
  279,20181103,   20,   40,   12,   10,    1,   70,   13,   36,   -4,    3
  279,20181104,   23,   40,   13,   10,    4,   60,   13,   50,  -11,    6
  279,20181105,   29,   40,    5,   10,   19,   70,    6,   86,   46,    1
  279,20181106,   24,   40,   19,   10,    3,   60,   19,  100,   37,    5
  279,20181107,   43,   60,   10,   20,    1,  130,   18,  118,   76,    1
  279,20181108,   30,   50,    6,   10,   17,   90,    9,   84,   17,   21
  279,20181109,   30,   40,    5,   20,    1,   80,   13,   88,   44,    1
  279,20181110,   51,   90,    9,   40,    1,  140,    9,  118,   98,    2
  279,20181111,   55,   80,   12,   30,   24,  120,   11,  113,   82,   24
  279,20181112,   26,   40,   24,   10,    8,   60,   24,   95,   81,   21
  279,20181113,   54,   90,   13,   30,    2,  150,   14,   94,   69,   24
  279,20181114,   30,   50,   14,   20,    6,   70,   13,   77,   31,   24
  279,20181115,   24,   30,   10,   20,    1,   50,   12,   39,   -2,    7
  279,20181116,   25,   40,   23,   10,    1,   60,   23,   27,  -14,    8
  279,20181117,   45,   60,   10,   30,    2,   90,    9,   31,    5,   24
  279,20181118,   39,   50,   18,   30,    1,   80,   24,   23,  -18,    8
  279,20181119,   70,   90,   12,   50,    5,  130,   11,   47,   27,   24
  258,20181101,   69,   80,    5,   50,   12,  110,    5,     ,     ,
  258,20181102,   63,   90,    3,   40,    9,  140,    3,     ,     ,
  258,20181103,   61,   70,    9,   60,    1,   80,    8,     ,     ,
  258,20181104,   54,   70,    6,   10,   13,   90,    6,     ,     ,
  258,20181105,   59,   80,    8,   40,   18,  100,    8,     ,     ,
  258,20181106,   51,   70,   15,   30,    7,   80,   14,     ,     ,
  258,20181107,   81,  100,   15,   60,    1,  140,   16,     ,     ,
  258,20181108,   65,   90,    2,   40,   19,  110,    2,     ,     ,
  258,20181109,   68,   90,    5,   40,   11,  110,   20,     ,     ,
  258,20181110,   84,  120,    7,   60,   16,  160,    7,     ,     ,
  258,20181111,   88,  110,   11,   60,   22,  140,   13,     ,     ,
  258,20181112,   60,   90,   24,   40,   10,  110,   24,     ,     ,
  258,20181113,   92,  120,    7,   70,   17,  170,   13,     ,     ,
  258,20181114,   66,   80,    1,   50,   22,  100,    8,     ,     ,
  258,20181115,   54,   60,    1,   30,   13,   80,    3,     ,     ,
  258,20181116,   60,   80,   17,   40,    1,  100,   18,     ,     ,
  258,20181117,   95,  120,   19,   80,    1,  150,   18,     ,     ,
  258,20181118,   91,  110,   18,   70,   12,  140,   18,     ,     ,
  258,20181119,  121,  140,   16,  100,    6,  200,   17,     ,     ,
  356,20181101,   38,   50,   11,   30,    1,   90,   11,  103,   73,    5
  356,20181102,   32,   60,    2,   10,   18,  100,    2,   69,    3,   21
  356,20181103,   21,   40,   14,   10,    1,   60,   14,   39,   -4,    7
  356,20181104,   27,   40,   10,   20,    3,   50,    2,   59,   -9,    4
  356,20181105,   32,   50,   12,   10,    3,   80,   13,   81,   37,    3
  356,20181106,   30,   50,   14,   20,    1,   70,    9,  117,   51,    1
  356,20181107,   50,   70,   11,   30,    1,  110,   11,  111,   83,    7
  356,20181108,   35,   60,    3,   20,   17,  100,    2,   93,   52,   24
  356,20181109,   35,   60,   22,   20,    3,   90,   22,   91,   56,    1
  356,20181110,   52,   80,    6,   30,   20,  140,    6,  116,   93,   23
  356,20181111,   49,   70,   11,   20,   24,  130,   11,  114,   87,   21
  356,20181112,   25,   30,    1,   10,   10,   60,   21,  101,   88,   18
  356,20181113,   54,   90,   12,   30,    1,  140,   12,   98,   69,   22
  356,20181114,   28,   40,    1,   20,    6,   70,   14,   76,   19,   23
  356,20181115,   28,   40,   18,   10,    5,   60,   18,   57,   10,   24
  356,20181116,   29,   40,   10,   20,    4,   70,    9,   36,  -17,    5
  356,20181117,   38,   70,   13,   20,    5,   90,   12,   40,   -7,    8
  356,20181118,   35,   50,   15,   20,    3,   90,   16,   27,   -5,   21
  356,20181119,   54,   70,    8,   20,    2,  140,   11,   47,    6,    2
  209,20181101,   82,  100,    5,   60,   13,  150,   24,     ,     ,
  209,20181102,   74,  130,    1,   20,   16,  170,   15,     ,     ,
  209,20181103,   66,   90,   13,   40,    2,  110,   13,     ,     ,
  209,20181104,   57,   70,    3,   40,   16,   90,    1,     ,     ,
  209,20181105,   53,   70,    9,   40,   19,   90,    9,     ,     ,
  209,20181106,   66,   80,   18,   50,    1,  100,   13,     ,     ,
  209,20181107,   91,  110,   13,   70,    1,  150,   17,     ,     ,
  209,20181108,   68,  130,    5,   40,   17,  160,    5,     ,     ,
  209,20181109,   71,  100,   20,   50,    1,  130,   24,     ,     ,
  209,20181110,   90,  120,    6,   70,   16,  160,    6,     ,     ,
  209,20181111,   96,  120,   11,   60,   22,  170,   12,     ,     ,
  209,20181112,   69,   90,   17,   50,    6,  110,   17,     ,     ,
  209,20181113,  106,  150,    9,   80,    2,  190,    9,     ,     ,
  209,20181114,   69,   90,    1,   50,   17,  110,    1,     ,     ,
  209,20181115,   54,   70,    2,   30,   12,   90,    4,     ,     ,
  209,20181116,   45,   60,    1,   20,   13,   90,    1,     ,     ,
  209,20181117,   81,  120,   22,   50,   11,  150,   22,     ,     ,
  209,20181118,   93,  100,    1,   80,    5,  140,    9,     ,     ,
  209,20181119,  109,  130,   21,   90,    2,  180,   24,     ,     ,
  312,20181101,     ,     ,     ,     ,     ,     ,     ,     ,     ,
  312,20181102,     ,     ,     ,     ,     ,     ,     ,     ,     ,
  312,20181103,     ,     ,     ,     ,     ,     ,     ,     ,     ,
  312,20181104,     ,     ,     ,     ,     ,     ,     ,     ,     ,
  312,20181105,     ,     ,     ,     ,     ,     ,     ,     ,     ,
  312,20181106,     ,     ,     ,     ,     ,     ,     ,     ,     ,
  312,20181107,     ,     ,     ,     ,     ,     ,     ,     ,     ,
  312,20181108,     ,     ,     ,     ,     ,     ,     ,     ,     ,
  312,20181109,     ,     ,     ,     ,     ,     ,     ,     ,     ,
  312,20181110,     ,     ,     ,     ,     ,     ,     ,     ,     ,
  312,20181111,     ,     ,     ,     ,     ,     ,     ,     ,     ,
  312,20181112,     ,     ,     ,     ,     ,     ,     ,     ,     ,
  312,20181113,     ,     ,     ,     ,     ,     ,     ,     ,     ,
  312,20181114,     ,     ,     ,     ,     ,     ,     ,     ,     ,
  312,20181115,     ,     ,     ,     ,     ,     ,     ,     ,     ,
  312,20181116,   42,   70,   17,   20,   11,   90,   16,     ,     ,
  312,20181117,   96,  120,   19,   60,    1,  140,   19,     ,     ,
  312,20181118,  101,  130,   21,   80,    7,  160,   19,     ,     ,
  312,20181119,  133,  160,   19,  110,    7,  200,   16,     ,     ,
  340,20181101,   30,   50,   23,   20,    5,  100,   22,  106,   87,    6
  340,20181102,   28,   50,    1,    0,   20,   80,    1,   68,    6,   21
  340,20181103,   16,   30,   12,   10,    1,   60,   12,   41,  -14,    7
  340,20181104,   19,   30,   13,   10,    1,   50,   14,   53,  -13,    6
  340,20181105,   21,   30,    2,   10,   21,   50,    7,   81,   40,   22
  340,20181106,   22,   30,   10,   10,    1,   80,   22,  144,   80,    1
  340,20181107,   41,   60,   17,   20,    2,  130,   17,  118,   98,    4
  340,20181108,   30,   50,    1,   20,    9,  100,    1,   89,   30,   22
  340,20181109,   21,   30,    1,   10,    5,   70,   22,   92,   39,    8
  340,20181110,   39,   60,    7,   30,   13,  130,    4,  118,  107,   20
  340,20181111,   42,   60,   10,   20,   24,  130,   14,  119,   99,    6
  340,20181112,   20,   30,   12,    0,    8,   60,   18,  103,   93,   19
  340,20181113,   45,   80,   12,   20,   24,  130,   13,  107,   92,   24
  340,20181114,   21,   30,   10,   10,    3,   60,   11,   84,   40,   24
  340,20181115,   15,   30,   12,   10,    1,   50,   12,   73,    8,   24
  340,20181116,   18,   30,    9,    0,   20,   50,   14,   34,  -20,   22
  340,20181117,   47,   70,   12,   20,    1,  110,   12,   34,  -19,    5
  340,20181118,   53,   60,    2,   40,    8,  100,   18,   23,  -11,    7
  340,20181119,   73,   90,   20,   50,    7,  150,   22,   44,   14,    1
  260,20181101,   34,   50,    4,   30,    1,   90,    3,  104,   85,    7
  260,20181102,   27,   40,    1,   10,   18,   80,    1,   78,   23,   22
  260,20181103,   20,   30,   12,   10,    1,   60,   13,   43,   -1,    4
  260,20181104,   26,   30,    1,   20,    5,   60,   10,   59,    6,    7
  260,20181105,   27,   40,   11,   10,   21,   80,   14,   77,   51,   21
  260,20181106,   31,   50,   15,   20,    1,   90,   11,  124,   68,    2
  260,20181107,   44,   60,   18,   30,    1,  110,   13,  111,   87,    6
  260,20181108,   31,   40,    1,   20,   16,   90,    7,   92,   40,   22
  260,20181109,   32,   40,   13,   20,    6,   70,   13,   90,   58,    1
  260,20181110,   48,   70,    8,   30,   15,  120,    4,  116,   93,   24
  260,20181111,   42,   60,   10,   20,   23,  110,   11,  114,   82,   24
  260,20181112,   25,   40,   21,   10,   10,   70,   22,  100,   85,    1
  260,20181113,   46,   70,    8,   30,   17,  130,    9,  102,   81,   24
  260,20181114,   27,   40,    1,   20,    4,   70,   14,   80,   38,   22
  260,20181115,   28,   40,   19,   20,    2,   60,   11,   69,   31,   24
  260,20181116,   23,   40,    9,   10,   14,   60,    8,   34,    6,    5
  260,20181117,   35,   40,    9,   20,    4,  100,   22,   41,   10,    6
  260,20181118,   39,   60,   16,   20,    6,  100,   15,   29,  -14,    8
  260,20181119,   53,   60,   12,   40,    1,  130,   15,   49,   28,   23
  270,20181101,   47,   60,    6,   30,    1,  100,    8,  103,   85,    1
  270,20181102,   38,   70,    3,   20,   15,  140,    3,   75,   29,   22
  270,20181103,   37,   50,   11,   20,    1,   90,   13,   59,   22,    1
  270,20181104,   36,   40,    1,   30,    3,   80,    7,   61,   25,    7
  270,20181105,   34,   50,   14,   20,   21,   80,   14,   83,   20,    2
  270,20181106,   39,   50,   14,   20,    4,   80,   11,  115,   70,    5
  270,20181107,   50,   70,   11,   30,    1,  130,   18,  117,   93,    8
  270,20181108,   38,   50,    6,   20,   16,   90,    6,   95,   61,   24
  270,20181109,   48,   60,   21,   40,   10,   90,   21,   89,   62,    1
  270,20181110,   56,   80,    8,   40,   16,  140,    8,  115,   98,   24
  270,20181111,   55,   80,   12,   30,   22,  140,   13,  107,   74,   23
  270,20181112,   33,   40,    3,   20,   11,   80,   22,   97,   83,    3
  270,20181113,   52,   90,   13,   20,   22,  130,    9,   89,   59,   23
  270,20181114,   39,   50,   10,   30,    1,   80,   10,   88,   71,    1
  270,20181115,   34,   50,   21,   30,    2,   80,   21,   63,   31,    8
  270,20181116,   32,   50,   24,   20,    4,   80,   21,   32,   14,    8
  270,20181117,   50,   70,   12,   30,    5,  100,   12,   37,    8,   24
  270,20181118,   45,   60,   18,   30,    1,  100,   19,   33,  -23,    8
  270,20181119,   78,  100,   11,   60,    2,  150,   10,   53,   30,   24
  242,20181101,   82,  100,    7,   60,   22,  130,    9,   97,   86,    4
  242,20181102,   73,  140,    2,   30,   22,  180,    2,   94,   62,   23
  242,20181103,   65,  100,   14,   40,    1,  130,   13,   79,   54,    4
  242,20181104,   69,   80,    1,   40,   16,  110,    2,   76,   64,   24
  242,20181105,   58,   90,   12,   40,   20,  120,   12,   80,   59,    2
  242,20181106,   64,   80,   17,   40,   15,  100,   16,  103,   73,    3
  242,20181107,   78,  100,    9,   50,    2,  130,    9,  104,   94,    7
  242,20181108,   66,  110,    7,   40,   16,  150,    7,  101,   73,   22
  242,20181109,   82,  100,   21,   70,    1,  120,   21,   88,   70,    3
  242,20181110,   80,  120,    4,   50,   18,  170,    6,  105,   95,    1
  242,20181111,   84,  120,   12,   60,   20,  170,   12,  106,   95,   23
  242,20181112,   57,   80,   23,   40,   10,  110,   23,  100,   89,    4
  242,20181113,  101,  140,   11,   60,   24,  210,    8,  109,   87,    3
  242,20181114,   60,   80,   15,   50,    1,  100,   10,   97,   83,   24
  242,20181115,   66,   70,    4,   60,    1,   90,    6,   79,   70,    7
  242,20181116,   60,   70,    1,   50,    5,  100,    7,   50,   29,    8
  242,20181117,   82,  100,   10,   60,   15,  130,   10,   45,   18,   24
  242,20181118,   80,  100,   11,   50,   16,  140,   19,   47,   12,    8
  242,20181119,  111,  140,   17,   80,    1,  190,   16,   60,   42,   24
